i  have  had stiff shoulders for an long long time	prp vbp vbn jj nns innn dt jj jj nn 	 prp i vbp have vbn jj nns innn for dt an L jj jj nn
but it do  not  get any better	cc prp vbp rb vb dt jjr 	 cc prp it vbp do rb vb dt any jjr
it is afternoon on  digit   digit  pm	prp vbz nn innn nnp nnp nn 	 prp it vbz nn innn on nnp nnp nn
she can stay on her house without the boring hot weather	prp md vb innn prp nn innn dt jj jj nn 	 prp she md vb innn on prp her nn innn without dt the jj jj nn
we has many places where we can spend time together 	prp vbz jj nns wrb prp md vb nn rb 	 prp we vbz jj nns wrb prp we md vb nn rb
one suspect arrested after  digit  days on large	cd nn vbn innn nnp nns innn jj 	 cd nn vbn innn after nnp nns innn on jj
one man named ichihashi was arrested at suspicion of murder	cd nn vbn nnp vbd vbn innn nn innn nn 	 cd nn vbn nnp vbd vbn innn at nn innn of nn
i think that 's one thing we must never does	prp vbp dt vbz cd nn prp md rb vbz 	 prp i vbp think dt that vbz cd nn prp we md rb vbz
my clinic do  not  has an lot of patients usually	prpd nn vbp rb vbz dt nn innn nns rb 	 prpd my nn vbp do rb vbz dt an L nn innn of nns rb
i  have  become an premium member	prp vbp vbn dt jj nn 	 prp i vbp have vbn dt an P jj nn
i  am  an newcomer	prp vbp dt nn 	 prp i vbp am dt an N nn
today and yesterday am basketball game with colleges	nn cc nn vbp nn nn innn nns 	 nn cc nn vbp am nn nn innn with nns
i will does my best	prp md vbz prpd jjs 	 prp i md vbz prpd my jjs
today , i could  not  be motivated to does anything	nn , prp md rb vb vbn to vbz nn 	 nn , prp i md rb vb vbn to vbz nn
so i are still on home for the winter vacation	innn prp vbp rb innn nn innn dt nn nn 	 innn so prp i vbp are rb innn on nn innn for dt the nn nn
we will stay there for about an week	prp md vb rb innn innn dt nn 	 prp we md vb rb innn for innn about dt an W nn
we does not dive there	prp vbz rb vb rb 	 prp we vbz rb vb rb
what is we planning to does there	wp vbz prp vbg to vbz ex 	 wp vbz prp we vbg to vbz ex
i hope to has an good conversation with the local people	prp vbp to vbz dt jj nn innn dt jj nns 	 prp i vbp hope to vbz dt an G jj nn innn with dt the jj nns
i hope i can has rambutan in cebu	prp vbp prp md vbz vbn innn nnp 	 prp i vbp hope prp i md vbz vbn innn in nnp
i want to create an coffee shop  like environment	prp vbp to vb dt nn nn innn nn 	 prp i vbp want to vb dt an K nn nn innn like nn
many dolls is displayed at an tiered stand for dolls	jj nns vbz vbn innn dt jj nn innn nns 	 jj nns vbz vbn innn at dt an T jj nn innn for nns
one of them also sings an song	cd innn prp rb vbz dt nn 	 cd innn of prp them rb vbz dt an S nn
today i played an yut contest in the church	nn prp vbd dt nn nn innn dt nn 	 nn prp i vbd dt an nn nn innn in dt the nn
i will vengeance on next year	prp md vb innn jj nn 	 prp i md vb innn on jj nn
how am you doing	wrb vbp prp vbg 	 wrb vbp am prp you vbg
i are also one of them	prp vbp rb cd innn prp 	 prp i vbp are rb cd innn of prp them
have you ever seen an film named  chocolate 	vbp prp rb vbn dt nn vbn nnp 	 vbp have prp you rb vbn dt an F nn vbn nnp
i has seen it three times	prp vbz vbn prp cd nns 	 prp i vbz vbn prp it cd nns
i does  not  like this film , but i review it	prp vbz rb vb dt nn , cc prp vbp prp 	 prp i vbz rb vb dt this nn , cc prp i vbp review prp it
i has been listening some popular english podcasts for an while	prp vbz vbn vbg dt jj jj nns innn dt nn 	 prp i vbz vbn vbg dt some jj jj nns innn for dt an W nn
what a amazing website this is  	wp dt jj nn dt vbz 	 wp dt a A jj nn dt this vbz
have an nice day bye 	vbp dt jj nn vb 	 vbp have dt an N jj nn vb
my dream have  not  come true yet	prpd nn vbp rb vbn jj rb 	 prpd my nn vbp have rb vbn jj rb
now , i want an welsh corgi 	rb , prp vbp dt nnp nnp 	 rb , prp i vbp want dt an W nnp nnp
they is so cute   	prp vbz rb jj 	 prp they vbz rb jj
on the other hand , there is people that criticize it	innn dt jj nn , ex vbz nns innn vbp prp 	 innn on dt the jj nn , ex vbz nns innn that vbp criticize prp it
it will bring about adverse effects at the firms and employees	prp md vb rp jj nns innn dt nns cc nns 	 prp it md vb rp jj nns innn at dt the nns cc nns
what does you think about it	wp vbz prp vbp innn prp 	 wp vbz prp you vbp think innn about prp it
cheating is not an good thing to does	nn vbz rb dt jj nn to vbz 	 nn vbz rb dt an G jj nn to vbz
a student cheated at the kyoto university 's entrance exams	dt nn vbn innn dt nnp nnp pos nn nn 	 dt a S nn vbn innn at dt the nnp nnp pos nn nn
i are new in this website	prp vbp jj innn dt nn 	 prp i vbp are jj innn in dt this nn
modifying my article or introduce an good way of improving english	vbg prpd nn cc vb dt jj nn innn vbg jj 	 vbg prpd my nn cc vb dt an G jj nn innn of vbg jj
i are very very healthy , now  	prp vbp rb rb jj , rb 	 prp i vbp are rb rb jj , rb
recently i started writing an diary in english	rb prp vbd vbg dt nn innn nnp 	 rb prp i vbd vbg dt an D nn innn in nnp
i should not loose on that memory	prp md rb vb innn dt nn 	 prp i md rb vb innn on dt that nn
only when i study an foreign language does i feel happy	rb wrb prp vbp dt jj nn vbz prp vb jj 	 rb wrb prp i vbp study dt an F jj nn vbz prp i vb jj
a foreign language is an kind of skill	dt jj nn vbz dt nn innn nn 	 dt a F jj nn vbz dt an K nn innn of nn
a good speaker maybe is not an goodworker	dt jj nn rb vbz rb dt nn 	 dt a G jj nn rb vbz rb dt an nn
i just does  not  want to lose this job	prp rb vbz rb vb to vb dt nn 	 prp i rb vbz rb vb to vb dt this nn
he have never gone out by himself	prp vbp rb vbn rp innn prp 	 prp he vbp have rb vbn rp innn by prp himself
i are surprised	prp vbp jj 	 prp i vbp are jj
i met an boy online last night ,	prp vbd dt nn nn jj nn , 	 prp i vbd dt an B nn nn jj nn ,
, and chatted with him for about a hour	, cc vbn innn prp innn innn dt nn 	 , cc vbn innn with prp him innn for innn about dt a A nn
introduce an good song	vb dt jj nn 	 vb dt an G jj nn
it 's an fine day	prp vbz dt jj nn 	 prp it vbz dt an F jj nn
it is an very nice day in tokyo	prp vbz dt jj jj nn innn nnp 	 prp it vbz dt an V jj jj nn innn in nnp
but it is an little bit cold	cc prp vbz dt jj nn jj 	 cc prp it vbz dt an L jj nn jj
what can i does	wp md prp vbz 	 wp md prp i vbz
i will does  not  an buyout	prp md vbz rb dt nn 	 prp i md vbz rb dt an B nn
can you does anything	md prp vbz nn 	 md prp you vbz nn
it was an pity	prp vbd dt nn 	 prp it vbd dt an P nn
i want apple to make an waterproof ipod	prp vbp jj to vb dt nn nn 	 prp i vbp want jj to vb dt an W nn nn
instead i was locked up in an stock room	rb prp vbd vbn rp innn dt nn nn 	 rb prp i vbd vbn rp innn in dt an S nn nn
and in an sense that is an right thing for parenting	cc innn dt nn wdt vbz dt jj nn innn vbg 	 cc innn in dt an S nn wdt vbz dt an R jj nn innn for vbg
the performance will be held at september  digit 	dt nn md vb vbn innn nnp nnp 	 dt the nn md vb vbn innn at nnp nnp
how can i write an nice personal statement	wrb md prp vb dt jj jj nn 	 wrb md prp i vb dt an N jj jj nn
we adopted an pussycat	prp vbd dt nn 	 prp we vbd dt an P nn
recently we adopted an pussycat	rb prp vbd dt nn 	 rb prp we vbd dt an P nn
since we has an cat	innn prp vbz dt nn 	 innn since prp we vbz dt an K nn
hi , i ' m new at this site	nnp , prp '' jj jj innn dt nn 	 nnp , prp i `` jj jj innn at dt this nn
it have dirty jokes and is full of vitality	prp vbp jj nns cc vbz jj innn nn 	 prp it vbp have jj nns cc vbz jj innn of nn
this kind of underground culture have always amazed me	dt nn innn jj nn vbp rb vbn prp 	 dt this nn innn of jj nn vbp have rb vbn prp me
but it was an decade ago when  digit ch began	cc prp vbd dt nn rb wrb nnp nn vbd 	 cc prp it vbd dt an D nn rb wrb nnp nn vbd
of course , they am rude and ruthless	innn nn , prp vbp jj cc nn 	 innn of nn , prp they vbp am jj cc nn
and i think they is less problematic	cc prp vbp prp vbz rbr jj 	 cc prp i vbp think prp they vbz rbr jj
they can be someone and no one on the same time	prp md vb nn cc dt nn innn dt jj nn 	 prp they md vb nn cc dt no nn innn on dt the jj nn
they throw dirty words on each other	prp vbp jj nns innn dt jj 	 prp they vbp throw jj nns innn on dt each jj
gay or straight , man or woman is not a issue	nnp cc vbn , nn cc nn vbz rb dt nn 	 nnp cc vbn , nn cc nn vbz rb dt a I nn
so , there is an weird equality	rb , ex vbz dt jj nn 	 rb , ex vbz dt an W jj nn
i has worked on university general office for over  digit  years	prp vbz vbn innn nnp jj nn innn innn nnp nns 	 prp i vbz vbn innn on nnp jj nn innn for innn over nnp nns
i has to find new job	prp vbz to vb jj nn 	 prp i vbz to vb jj nn
i was so disappointed that i left in an short time	prp vbd rb jj innn prp vbd innn dt jj nn 	 prp i vbd rb jj innn that prp i vbd innn in dt an S jj nn
take an walk on shiba in tokyo	vb dt nn innn nnp innn nnp 	 vb dt an W nn innn on nnp innn in nnp
it was an boiling hot day	prp vbd dt jj jj nn 	 prp it vbd dt an B jj jj nn
the photo at the left is tokyo tower	dt nn innn dt nn vbz nnp nn 	 dt the nn innn at dt the nn vbz nnp nn
and other photos is of zojoji temple	cc jj nn vbz innn nnp nn 	 cc jj nn vbz innn of nnp nn
hello everyone i are back	nnp nn prp vbp rb 	 nnp nn prp i vbp are rb
yesterday i went to book shop on  digit   digit  are	nn prp vbd to nn nn innn nnp nnp vbp 	 nn prp i vbd to nn nn innn on nnp nnp vbp are
i tried to does it today	prp vbd to vbz prp nn 	 prp i vbd to vbz prp it nn
if you has an good tip	innn prp vbz dt jj nn 	 innn if prp you vbz dt an G jj nn
i went to tokyo at an business trip this week	prp vbd to nnp innn dt nn nn dt nn 	 prp i vbd to nnp innn at dt an B nn nn dt this nn
so , i could keep an diary an little this week	rb , prp md vb dt jj dt jj dt nn 	 rb , prp i md vb dt an D jj dt an L jj dt this nn
should one expect an reward when doing an good deed	md cd nnp dt nnp wrb vbg dt jj nn 	 md cd nnp dt an R nnp wrb vbg dt an G jj nn
i are  digit  years old	prp vbp jj nns jj 	 prp i vbp are jj nns jj
i are not good on english	prp vbp rb jj innn jj 	 prp i vbp are rb jj innn on jj
sometimes i want an partner in my job	rb prp vbp dt nn innn prpd nn 	 rb prp i vbp want dt an P nn innn in prpd my nn
there am smart partners in famous stories	ex vbp jj nns innn jj nns 	 ex vbp am jj nns innn in jj nns
and , cool heroes also has smart partners	cc , jj nns rb vbz jj nns 	 cc , jj nns rb vbz jj nns
i does  not  understand these english diary	prp vbz rb vb dt nnp nn 	 prp i vbz rb vb dt these nnp nn
uk gp coming to  digit  days  i does  not  know	nnp nnp vbg to nnp nns prp vbz rb vb 	 nnp nnp vbg to nnp nns prp i vbz rb vb
i has sooo many stories to tell about monaco	prp vbz vbn jj nns to vb innn nnp 	 prp i vbz vbn jj nns to vb innn about nnp
it was an sunny day	prp vbd dt jj nn 	 prp it vbd dt an S jj nn
because we just got an  digit wd car	innn prp rb vbd dt nnp nnp nn 	 innn because prp we rb vbd dt an D nnp nnp nn
there was an beautiful beach 	ex vbd dt jj nn 	 ex vbd dt an B jj nn
we lied down at the beach for an while	prp vbd rb innn dt nn innn dt nn 	 prp we vbd rb innn at dt the nn innn for dt an W nn
miso is an soy fermented condiment	nnp vbz dt nn vbd nn 	 nnp vbz dt an S nn vbd nn
i has been learning it for more than	prp vbz vbn vbg prp innn jjr innn 	 prp i vbz vbn vbg prp it innn for jjr innn than
do you has an true friend	nnp prp vbz dt jj nn 	 nnp prp you vbz dt an T jj nn
she did  not  care about me on all on that time	prp vbd rb vb innn prp innn dt innn dt nn 	 prp she vbd rb vb innn about prp me innn on dt all innn on dt that nn
but i think someday i can make an true friend	cc prp vbp jj prp md vb dt jj nn 	 cc prp i vbp think jj prp i md vb dt an T jj nn
today i got up on  digit    digit 	nn prp vbd rb innn nnp nnp 	 nn prp i vbd rb innn on nnp nnp
i think i are oversleeping	prp vbp prp vbp vbg 	 prp i vbp think prp i vbp are vbg
it is an fine day today	prp vbz dt jj nn nn 	 prp it vbz dt an F jj nn nn
i has an teachers meeting and folk dance workshop for students	prp vbz dt nns nn cc nn nn nn innn nns 	 prp i vbz dt an T nns nn cc nn nn nn innn for nns
i has two holidays , tomorrow and the day after tomorrow	prp vbz cd nns , nn cc dt nn innn nn 	 prp i vbz cd nns , nn cc dt the nn innn after nn
i want to go to a onsen and relax	prp vbp to vb to dt nnp cc vb 	 prp i vbp want to vb to dt a nnp cc vb
i are an humen , i can does something wrong	prp vbp dt nns , prp md vbz nn jj 	 prp i vbp are dt an nns , prp i md vbz nn jj
it happened when my boss told me about an new rule 	prp vbd wrb prpd nn vbd prp innn dt jj nn 	 prp it vbd wrb prpd my nn vbd prp me innn about dt an N jj nn
she said it is an new rule	prp vbd prp vbz dt jj nn 	 prp she vbd prp it vbz dt an N jj nn
what an stupid idea	wp dt jj nn 	 wp dt an S jj nn
have an great day	vbp dt jj nn 	 vbp have dt an G jj nn
for i has been studying in another city for one year	innn prp vbz vbn vbg innn dt nn innn cd nn 	 innn for prp i vbz vbn vbg innn in dt another nn innn for cd nn
i has become very homesick	prp vbz vbn rb jj 	 prp i vbz vbn rb jj
but it seems troublesome for her to write an journal	cc prp vbz jj innn prpd to vb dt nn 	 cc prp it vbz jj innn for prpd her to vb dt an J nn
she have an second name , aurora	prp vbp dt jj nn , nnp 	 prp she vbp have dt an S jj nn , nnp
do you think asian people 's names is difficult to remember	vbp prp vb jj nns pos nns vbz jj to vb 	 vbp do prp you vb jj nns pos nns vbz jj to vb
there is an swimming pool that is located inside my neighborhood	ex vbz dt vbg nn wdt vbz vbn innn prpd nn 	 ex vbz dt an S vbg nn wdt vbz vbn innn inside prpd my nn
it belongs to a elementary school	prp vbz to dt jj nn 	 prp it vbz to dt a E jj nn
the price is  digit  nt dollars for a adult	dt nn vbz nnp nnp nns innn dt nn 	 dt the nn vbz nnp nnp nns innn for dt a A nn
how does you stay healthy	wrb vbz prp vb jj 	 wrb vbz prp you vb jj
i had insomnia about an year ago	prp vbd vbn innn dt nn rb 	 prp i vbd vbn innn about dt an Y nn rb
i does  not  know why that insomnia had started and ended	prp vbz rb vb wrb dt nn vbd vbn cc vbd 	 prp i vbz rb vb wrb dt that nn vbd vbn cc vbd
but it do  not  work for me	cc prp vbp rb vb innn prp 	 cc prp it vbp do rb vb innn for prp me
but i does  not  know if it will work or not	cc prp vbz rb vb innn prp md vb cc rb 	 cc prp i vbz rb vb innn if prp it md vb cc rb
i took an medical check  up just an month ago	prp vbd dt jj nn rb rb dt nn rb 	 prp i vbd dt an M jj nn rb rb dt an M nn rb
i does  not  smoke	prp vbz rb vb 	 prp i vbz rb vb
lol i are an member of an sports club	nnp prp vbp dt nn innn dt nns nn 	 nnp prp i vbp are dt an M nn innn of dt an S nns nn
but mostly i are alright	cc rb prp vbp jj 	 cc rb prp i vbp are jj
i want to live for an long time and be healthy	prp vbp to vb innn dt jj nn cc vb jj 	 prp i vbp want to vb innn for dt an L jj nn cc vb jj
as an student , i hope i can improve my english	innn dt nn , prp vbp prp md vb prpd jj 	 innn as dt an S nn , prp i vbp hope prp i md vb prpd my jj
my job is an waiter in an bar	prpd nn vbz dt nn innn dt nn 	 prpd my nn vbz dt an W nn innn in dt an B nn
i was encouraged to does something more harder than before	prp vbd vbn to vbz nn rbr jjr innn innn 	 prp i vbd vbn to vbz nn rbr jjr innn than innn before
i could make friends with many people through being an volunteer	prp md vb nns innn jj nns innn vbg dt nn 	 prp i md vb nns innn with jj nns innn through vbg dt an V nn
i will has an lot of classes at tuesday	prp md vbz dt nn innn nns innn nn 	 prp i md vbz dt an L nn innn of nns innn at nn
because i  m not good on math either	innn prp vbp rb jj innn nn cc 	 innn because prp i vbp m rb jj innn on nn cc
i had an good time there	prp vbd dt jj nn ex 	 prp i vbd dt an G jj nn ex
i  will  does my best	prp md vbz prpd jjs 	 prp i md vbz prpd my jjs
i are so fond of listening to this 	prp vbp rb jj innn vbg to dt 	 prp i vbp are rb jj innn of vbg to dt this
do you think it 's good , or does  not  you	vbp prp vb prp vbz jj , cc vbz rb prp 	 vbp do prp you vb prp it vbz jj , cc vbz rb prp you
get at an bus	nnp innn dt nn 	 nnp innn at dt an B nn
a dialogue at an bus 	dt nn innn dt nn 	 dt a D nn innn at dt an B nn
she likes to be at the bus	prp vbz to vb innn dt nn 	 prp she vbz to vb innn at dt the nn
they may has an lot of talent	prp md vbz dt nn innn nn 	 prp they md vbz dt an L nn innn of nn
check this if you is interested in this movie 	vb dt innn prp vbz jj innn dt nn 	 vb dt this innn if prp you vbz jj innn in dt this nn
i  am  going to go an cinema after  digit  hour	prp vbp vbg to vb dt nn innn nnp nn 	 prp i vbp am vbg to vb dt an S nn innn after nnp nn
i really love to watch an moive	prp rb vb to vb dt nn 	 prp i rb vb to vb dt an nn
what does you think  do you agree 	wp vbz prp vb nnp prp vb 	 wp vbz prp you vb nnp prp you vb
i are going to leave for bath tomorrow morning	prp vbp vbg to vb innn nnp nn nn 	 prp i vbp are vbg to vb innn for nnp nn nn
that reminded me of an story	dt vbd prp innn dt nn 	 dt that vbd prp me innn of dt an S nn
i think that it is an good and interesting idea	prp vbp innn prp vbz dt jj cc jj nn 	 prp i vbp think innn that prp it vbz dt an G jj cc jj nn
the other day , i had an lecture	dt jj nn , prp vbd dt nn 	 dt the jj nn , prp i vbd dt an L nn
and she said , with smile at her face ,	cc prp vbd , innn nn innn prpd nn , 	 cc prp she vbd , innn with nn innn at prpd her nn ,
i are new here	prp vbp jj rb 	 prp i vbp are jj rb
everyone have  not  run away and faced to the difficult situation	nn vbp rb vbn rb cc vbd to dt jj nn 	 nn vbp have rb vbn rb cc vbd to dt the jj nn
i want to leave an good impression at my new teachers	prp vbp to vb dt jj nn innn prpd jj nns 	 prp i vbp want to vb dt an G jj nn innn at prpd my jj nns
so i revise the lessions i has learnt during the holiday	rb prp vbp dt nns prp vbz vbn innn dt nn 	 rb prp i vbp revise dt the nns prp i vbz vbn innn during dt the nn
so i has an bit confidence in fact	rb prp vbz dt nn nn innn nn 	 rb prp i vbz dt an B nn nn innn in nn
i wish i can get an good result	prp vbp prp md vb dt jj nn 	 prp i vbp wish prp i md vb dt an G jj nn
i  am  an freshman	prp vbp dt nn 	 prp i vbp am dt an F nn
tomorrow , i has a interview test	nn , prp vbz dt nn nn 	 nn , prp i vbz dt a I nn nn
i has  not  thought of yet x 	prp vbz rb vbn innn rb vbn 	 prp i vbz rb vbn innn of rb vbn
i are still using an translation web site	prp vbp rb vbg dt nn nn nn 	 prp i vbp are rb vbg dt an T nn nn nn
the refurbishing downstairs have finished on last	dt vbg nns vbp vbn innn jj 	 dt the vbg nns vbp have vbn innn on jj
it will be my first experience of a american wedding 	prp md vb prpd jj nn innn dt jj nn 	 prp it md vb prpd my jj nn innn of dt a A jj nn
i wonder what clothes am suitable for guests	prp vbp wp vbz vbp jj innn nns 	 prp i vbp wonder wp vbz vbp am jj innn for nns
i  am  tired , and my legs does  not  work anymore	prp vbp vbn , cc prpd nn vbz rb vb rb 	 prp i vbp am vbn , cc prpd my nn vbz rb vb rb
i ca  not  see him for an week	prp md rb vb prp innn dt nn 	 prp i md rb vb prp him innn for dt an W nn
i has collected photo booth stickers that my friends gave me	prp vbz vbn nn nn nns wdt prpd nns vbd prp 	 prp i vbz vbn nn nn nns wdt prpd my nns vbd prp me
sorry if this have broken your ears t  t	nnp innn dt vbp vbn prpd nns nnp nnp 	 nnp innn if dt this vbp have vbn prpd your nns nnp nnp
what are i doing  	wp vbp prp vbg 	 wp vbp are prp i vbg
it 's  digit    digit  are	prp vbz nnp nnp vbp 	 prp it vbz nnp nnp vbp are
i must wake up on  digit    digit am	prp md vb rp innn nnp nnp vbp 	 prp i md vb rp innn on nnp nnp vbp am
i does  not  has much time to sleep	prp vbz rb vbz jj nn to vb 	 prp i vbz rb vbz jj nn to vb
what are i up doing so late	wp vbp prp rp vbg rb rb 	 wp vbp are prp i rp vbg rb rb
i 'd better take an sleep	prp md vb vb dt nn 	 prp i md vb vb dt an S nn
i translated an singer 's speech	prp vbd dt nn pos nn 	 prp i vbd dt an S nn pos nn
i put my career at hold to concentrate at recovering	prp vbp prpd nn innn nn to vb innn vbg 	 prp i vbp put prpd my nn innn at nn to vb innn at vbg
lunch on an goverment office building	nn innn dt nnp nnp nn 	 nn innn on dt an G nnp nnp nn
most big goverment office buildings in japan has an canteen	jjs jj nn nn nns innn nnp vbz dt nn 	 jjs jj nn nn nns innn in nnp vbz dt an K nn
these canteens has had an good reputation for some years ,	dt nns vbz vbd dt jj nn innn dt nns , 	 dt these nns vbz vbd dt an G jj nn innn for dt some nns ,
because unexpectedly they am cheap and delicious	innn rb prp vbp jj cc jj 	 innn because rb prp they vbp am jj cc jj
especially they often has a original or special lunch	rb prp rb vbz dt jj cc jj nn 	 rb prp they rb vbz dt a E jj cc jj nn
but unfortunately they am open only at weekdays	cc rb prp vbp jj rb innn nns 	 cc rb prp they vbp am jj rb innn at nns
i has prepared two questions to ask	prp vbz vbn cd nns to vb 	 prp i vbz vbn cd nns to vb
 the worst on language	dt jjs innn nn 	 dt the jjs innn on nn
and it have an big library	cc prp vbp dt jj nn 	 cc prp it vbp have dt an B jj nn
it have an large amount of books	prp vbp dt jj nn innn nns 	 prp it vbp have dt an L jj nn innn of nns
it used to close on  digit pm sharp	prp vbd to vb innn nnp nn jj 	 prp it vbd to vb innn on nnp nn jj
i can visit even at weekdays	prp md vb rb innn nns 	 prp i md vb rb innn at nns
i does	prp vbz 	 prp i vbz
his name is tadashi yanai , an japanese billionaire	prpd nn vbz nnp nnp , dt jj nn 	 prpd his nn vbz nnp nnp , dt an J jj nn
he is ranked on  digit  in  forbes billionaire list 	prp vbz vbn innn nnp innn nnp nn nn 	 prp he vbz vbn innn on nnp innn in nnp nn nn
uniqlo now have  digit  branches including  digit  branches abroad	rb rb vbp nnp nns vbg nnp nns rb 	 rb rb vbp have nnp nns vbg nnp nns rb
it is an one hour drive from my place	prp vbz dt cd nn nn innn prpd nn 	 prp it vbz dt an W cd nn nn innn from prpd my nn
it 's an part of mt	prp vbz dt nn innn nnp 	 prp it vbz dt an P nn innn of nnp
i find that chinese exams am more difficult than english exams	prp vbp innn jj nns vbp rbr jj innn jj nns 	 prp i vbp find innn that jj nns vbp am rbr jj innn than jj nns
the five thousands history accumulates an lot of chinese literacy	dt cd nns nn vbz dt nn innn jj nn 	 dt the cd nns nn vbz dt an L nn innn of jj nn
i has been going to english conversation school recently	prp vbz vbn vbg to vb nn nn rb 	 prp i vbz vbn vbg to vb nn nn rb
i met an man developing medical instruments there	prp vbd dt nn vbg jj nns ex 	 prp i vbd dt an M nn vbg jj nns ex
i has to review	prp vbz to vb 	 prp i vbz to vb
if i make an mistake , what i will does then	innn prp vbp dt nn , wp prp md vbz rb 	 innn if prp i vbp make dt an M nn , wp prp i md vbz rb
i has many years to speak english	prp vbz jj nns to vb jj 	 prp i vbz jj nns to vb jj
i went to an brazilian restaurant in sakai city	prp vbd to dt jj nn innn nnp nn 	 prp i vbd to dt an B jj nn innn in nnp nn
it 's an kind of bbq	prp vbz dt nn innn nnp 	 prp it vbz dt an K nn innn of nnp
i also tried an bottle of peruvian beer called  crystal 	prp rb vbd dt nn innn jj nn vbn nnp 	 prp i rb vbd dt an B nn innn of jj nn vbn nnp
these things am for drinking mate tea	dt nns vbp innn nn nnp nn 	 dt these nns vbp am innn for nn nnp nn
japan do  not  has many resources	nnp vbp rb vbz jj nns 	 nnp vbp do rb vbz jj nns
sorry , today 's diary was an little exclusive	nnp , nn pos nn vbd dt jj jj 	 nnp , nn pos nn vbd dt an L jj jj
first , i has to tell you that	rb , prp vbz to vb prp innn 	 rb , prp i vbz to vb prp you innn that
i are safe	prp vbp jj 	 prp i vbp are jj
and that all of my family and friends am safe	cc innn dt innn prpd nn cc nns vbp jj 	 cc innn that dt all innn of prpd my nn cc nns vbp am jj
there is tens of thousands of deaths	ex vbz nns innn nns innn nns 	 ex vbz nns innn of nns innn of nns
there is people who has lost their homes	ex vbz nns wp vbz vbn prpd nns 	 ex vbz nns wp vbz vbn prpd their nns
i will does everything for them	prp md vbz nn innn prp 	 prp i md vbz nn innn for prp them
we has recovered from crises many times	prp vbz vbn innn nns jj nns 	 prp we vbz vbn innn from nns jj nns
we has earthquakes and typhoons yearly	prp vbz nns cc nns rb 	 prp we vbz nns cc nns rb
we experienced an defeat in ww digit 	prp vbd dt nn innn nnp nnp 	 prp we vbd dt an D nn innn in nnp nnp
if you were me , what would you does	innn prp vbd prp , wp md prp vbz 	 innn if prp you vbd prp me , wp md prp you vbz
thank you an lot	nnp prp dt nn 	 nnp prp you dt an L nn
it have been raining all day long	prp vbp vbn vbg dt nn rb 	 prp it vbp have vbn vbg dt all nn rb
in japan , the rainy season have set in	innn nnp , dt nn nn vbp vbn innn 	 innn in nnp , dt the nn nn vbp have vbn innn in
after meals , i has to study for an driving test	innn nns , prp vbz to vb innn dt jj nn 	 innn after nns , prp i vbz to vb innn for dt an D jj nn
today , one of my friends told me an funny story	nn , cd innn prpd nns vbd prp dt jj nn 	 nn , cd innn of prpd my nns vbd prp me dt an F jj nn
have an good day everyone  	vb dt jj nn nn 	 vb dt an G jj nn nn
ironically , has longer holidays	rb , vbz jjr nns 	 rb , vbz jjr nns
some people has  digit  straight days off	dt nns vbz vbn jj nns innn 	 dt some nns vbz vbn jj nns innn off
i does  not  has any special plans , either	prp vbz rb vbz dt jj nns , rb 	 prp i vbz rb vbz dt any jj nns , rb
the travel costs around golden week is too high for me	dt nn vbz rb nnp nnp vbz rb jj innn prp 	 dt the nn vbz rb nnp nnp vbz rb jj innn for prp me
their credits am kind of bankrupt	prpd nns vbp nn innn nn 	 prpd their nns vbp am nn innn of nn
they is unpredictable	prp vbz jj 	 prp they vbz jj
i still has three months to go	prp rb vbz cd nns to vb 	 prp i rb vbz cd nns to vb
today is thursday , and there is no special  occasions	nn vbz nnp , cc ex vbz dt jj nns 	 nn vbz nnp , cc ex vbz dt no jj nns
actually , i does  not  like  it	rb , prp vbz rb innn prp 	 rb , prp i vbz rb innn like prp it
but my case have finished digit  months ago	cc prpd nn vbp vbn nnp nns rb 	 cc prpd my nn vbp have vbn nnp nns rb
i took off on  digit pm and went home by motorcycle	prp vbd rp innn nnp nn cc vbd nn innn nn 	 prp i vbd rp innn on nnp nn cc vbd nn innn by nn
and does you know another site for learning english	cc vbz prp vb dt nn innn vbg jj 	 cc vbz prp you vb dt another nn innn for vbg jj
  have an nice day 	vbp dt jj nn 	 vbp have dt an N jj nn
because i will marry on march	innn prp md vb innn nnp 	 innn because prp i md vb innn on nnp
but tomorrow we has to continue	cc nn prp vbz to vb 	 cc nn prp we vbz to vb
now i has to go to sleep	rb prp vbz to vb to vb 	 rb prp i vbz to vb to vb
this morning , i received an stranger calls at skype	dt nn , prp vbd dt nn vbz innn nnp 	 dt this nn , prp i vbd dt an S nn vbz innn at nnp
i was an couch potato	prp vbd dt jj nn 	 prp i vbd dt an K jj nn
watching asian games was an time killer	vbg jj nns vbd dt nn nn 	 vbg jj nns vbd dt an T nn nn
so i has to live my life	rb prp vbz to vb prpd nn 	 rb prp i vbz to vb prpd my nn
so i read an lot of novels in english	rb prp vbp dt nn innn nns innn nnp 	 rb prp i vbp read dt an L nn innn of nns innn in nnp
i had an good review and salary raise	prp vbd dt jj nn cc jj nn 	 prp i vbd dt an G jj nn cc jj nn
he 's an good teacher too	prp vbz dt jj nn rb 	 prp he vbz dt an G jj nn rb
it 's troublesome for an working student like me	prp vbz jj innn dt jj nn innn prp 	 prp it vbz jj innn for dt an W jj nn innn like prp me
at night jakarta have an good metropolitan view with lights everywhere	innn nn nnp vbp dt jj nn nn innn nns rb 	 innn at nn nnp vbp have dt an G jj nn nn innn with nns rb
